index,db_id,prompt_tokens,new_tokens,calls,total_iterations,avg_iter_per_call,avg_iter_per_token,time_sec,toks_per_sec,stop_reason,success,reward
0,video_games,393,68,2,41,20.5,0.6029411764705882,1.3536055088043213,72.9184623623584,eos,False,0.0
1,retail_complains,594,77,2,39,19.5,0.5064935064935064,0.7088282108306885,115.17875779700874,eos,True,1.0
2,disney,340,21,2,6,3.0,0.2857142857142857,0.12749457359313965,226.59573334885334,eos,True,1.0
3,legislator,835,33,2,18,9.0,0.5454545454545454,0.30410242080688477,125.52564003448173,eos,True,1.0
4,food_inspection_2,420,65,2,37,18.5,0.5692307692307692,0.5545012950897217,123.03074806612607,eos,True,1.0
5,mondial_geo,3025,43,2,20,10.0,0.46511627906976744,0.37999916076660156,140.32806607443482,eos,True,1.0
6,shakespeare,303,27,2,8,4.0,0.2962962962962963,0.149214506149292,227.33680840086095,eos,True,1.0
7,food_inspection_2,417,39,2,24,12.0,0.6153846153846154,0.353809118270874,118.16801398170101,eos,True,1.0
8,movie_3,1312,70,2,37,18.5,0.5285714285714286,0.5590000152587891,134.90582022513948,eos,True,1.0
9,car_retails,709,110,2,53,26.5,0.4818181818181818,0.8720622062683105,131.52397066691236,eos,False,0.0
10,food_inspection,350,60,2,35,17.5,0.5833333333333334,0.4983649253845215,127.04134801549262,eos,True,1.0
11,superstore,682,44,2,21,10.5,0.4772727272727273,0.32492756843566895,151.11826987730333,eos,False,0.0
12,regional_sales,548,30,2,9,4.5,0.3,0.16748929023742676,227.16589913362708,eos,False,0.0
13,talkingdata,881,49,2,29,14.5,0.5918367346938775,0.4358358383178711,122.49114940519316,eos,True,1.0
14,video_games,387,77,2,32,16.0,0.4155844155844156,0.4674699306488037,175.17326070134118,eos,True,1.0
15,ice_hockey_draft,385,47,2,18,9.0,0.3829787234042553,0.2749631404876709,187.5801423938566,eos,True,1.0
16,works_cycles,6653,27,2,16,8.0,0.5925925925925926,0.39958834648132324,106.89632282777129,eos,False,0.0
17,simpson_episodes,455,52,2,31,15.5,0.5961538461538461,0.4557771682739258,123.40740138812525,eos,True,1.0
18,movies_4,823,56,2,30,15.0,0.5357142857142857,0.44631266593933105,135.98479566914574,eos,True,1.0
19,food_inspection_2,416,44,2,15,7.5,0.3409090909090909,0.23813223838806152,208.75761040981408,eos,True,1.0
20,cars,225,51,2,30,15.0,0.5882352941176471,0.432051420211792,125.83806734826919,eos,True,1.0
21,student_loan,495,42,2,22,11.0,0.5238095238095238,0.3355743885040283,137.982315847056,eos,True,1.0
22,legislator,838,19,2,11,5.5,0.5789473684210527,0.19158124923706055,119.01994019080315,eos,False,0.0
23,olympics,524,28,2,17,8.5,0.6071428571428571,0.2707250118255615,117.9789912162898,eos,True,1.0
24,hockey,2737,66,2,35,17.5,0.5303030303030303,0.5583651065826416,134.25135551726675,eos,True,1.0
25,public_review_platform,1145,38,2,20,10.0,0.5263157894736842,0.32369375228881836,134.80010842253253,eos,True,1.0
26,works_cycles,6659,34,2,19,9.5,0.5588235294117647,0.4402732849121094,114.54548612651442,eos,True,1.0
27,works_cycles,6651,43,2,23,11.5,0.5348837209302325,0.49751710891723633,121.14511555813151,eos,False,0.0
28,movies_4,820,30,2,16,8.0,0.5333333333333333,0.25774288177490234,132.30740810822044,eos,True,1.0
29,public_review_platform,1140,48,2,21,10.5,0.4375,0.3294074535369873,162.9280787691057,eos,True,1.0
30,talkingdata,885,64,2,29,14.5,0.453125,0.43040966987609863,160.6838495667737,eos,True,1.0
31,retail_complains,586,51,2,18,9.0,0.35294117647058826,0.28171467781066895,203.01507556739142,eos,True,1.0
32,car_retails,709,44,2,23,11.5,0.5227272727272727,0.3448665142059326,137.86519068043313,eos,True,1.0
33,simpson_episodes,456,44,2,25,12.5,0.5681818181818182,0.36730194091796875,128.43720698526857,eos,True,1.0
34,public_review_platform,1137,41,2,21,10.5,0.5121951219512195,0.329815149307251,139.49687506519348,eos,True,1.0
